"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",99.9771663431899
"2","critical","MC",2010,"Low",99.9771663431899
"3","non_critical","MC",2011,"Low",100
"4","critical","MC",2011,"Low",100
"5","non_critical","MC",2012,"Low",100
"6","critical","MC",2012,"Low",100
"7","non_critical","MC",2013,"Low",100
"8","critical","MC",2013,"Low",100
"9","non_critical","MC",2014,"Low",100
"10","critical","MC",2014,"Low",100
"11","non_critical","MC",2015,"Low",100
"12","critical","MC",2015,"Low",100
"13","non_critical","MC",2016,"Low",100
"14","critical","MC",2016,"Low",100
"15","non_critical","LOB",2010,"Low",99.6460783194429
"16","critical","LOB",2010,"Low",99.6460783194429
"17","non_critical","LOB",2011,"Low",99.931693989071
"18","critical","LOB",2011,"Low",99.931693989071
"19","non_critical","LOB",2012,"Low",100
"20","critical","LOB",2012,"Low",100
"21","non_critical","LOB",2013,"Low",100
"22","critical","LOB",2013,"Low",100
"23","non_critical","LOB",2014,"Low",100
"24","critical","LOB",2014,"Low",100
"25","non_critical","LOB",2015,"Low",100
"26","critical","LOB",2015,"Low",100
"27","non_critical","LOB",2016,"Low",100
"28","critical","LOB",2016,"Low",100
"29","non_critical","ROB",2010,"Low",99.6460783194429
"30","critical","ROB",2010,"Low",99.6460783194429
"31","non_critical","ROB",2011,"Low",99.931693989071
"32","critical","ROB",2011,"Low",99.931693989071
"33","non_critical","ROB",2012,"Low",100
"34","critical","ROB",2012,"Low",100
"35","non_critical","ROB",2013,"Low",100
"36","critical","ROB",2013,"Low",100
"37","non_critical","ROB",2014,"Low",100
"38","critical","ROB",2014,"Low",100
"39","non_critical","ROB",2015,"Low",100
"40","critical","ROB",2015,"Low",100
"41","non_critical","ROB",2016,"Low",100
"42","critical","ROB",2016,"Low",100
"43","non_critical","MC",2010,"Medium",4.98915401301518
"44","critical","MC",2010,"Medium",4.98915401301518
"45","non_critical","MC",2011,"Medium",1.4344262295082
"46","critical","MC",2011,"Medium",1.4344262295082
"47","non_critical","MC",2012,"Medium",1.78082191780822
"48","critical","MC",2012,"Medium",1.78082191780822
"49","non_critical","MC",2013,"Medium",0.821917808219178
"50","critical","MC",2013,"Medium",0.821917808219178
"51","non_critical","MC",2014,"Medium",1.43835616438356
"52","critical","MC",2014,"Medium",1.43835616438356
"53","non_critical","MC",2015,"Medium",1.0132058287796
"54","critical","MC",2015,"Medium",1.0132058287796
"55","non_critical","MC",2016,"Medium",3.31050228310502
"56","critical","MC",2016,"Medium",3.31050228310502
"57","non_critical","LOB",2010,"Medium",1.56410549149446
"58","critical","LOB",2010,"Medium",1.56410549149446
"59","non_critical","LOB",2011,"Medium",0.671675774134791
"60","critical","LOB",2011,"Medium",0.671675774134791
"61","non_critical","LOB",2012,"Medium",0.319634703196347
"62","critical","LOB",2012,"Medium",0.319634703196347
"63","non_critical","LOB",2013,"Medium",0.262557077625571
"64","critical","LOB",2013,"Medium",0.262557077625571
"65","non_critical","LOB",2014,"Medium",0.468036529680365
"66","critical","LOB",2014,"Medium",0.468036529680365
"67","non_critical","LOB",2015,"Medium",0.37568306010929
"68","critical","LOB",2015,"Medium",0.37568306010929
"69","non_critical","LOB",2016,"Medium",1.13013698630137
"70","critical","LOB",2016,"Medium",1.13013698630137
"71","non_critical","ROB",2010,"Medium",1.56410549149446
"72","critical","ROB",2010,"Medium",1.56410549149446
"73","non_critical","ROB",2011,"Medium",0.671675774134791
"74","critical","ROB",2011,"Medium",0.671675774134791
"75","non_critical","ROB",2012,"Medium",0.319634703196347
"76","critical","ROB",2012,"Medium",0.319634703196347
"77","non_critical","ROB",2013,"Medium",0.262557077625571
"78","critical","ROB",2013,"Medium",0.262557077625571
"79","non_critical","ROB",2014,"Medium",0.468036529680365
"80","critical","ROB",2014,"Medium",0.468036529680365
"81","non_critical","ROB",2015,"Medium",0.37568306010929
"82","critical","ROB",2015,"Medium",0.37568306010929
"83","non_critical","ROB",2016,"Medium",1.13013698630137
"84","critical","ROB",2016,"Medium",1.13013698630137
"85","non_critical","MC",2010,"High",1.07318187007649
"86","critical","MC",2010,"High",1.07318187007649
"87","non_critical","MC",2011,"High",0.603369763205829
"88","critical","MC",2011,"High",0.603369763205829
"89","non_critical","MC",2012,"High",0.228310502283105
"90","critical","MC",2012,"High",0.228310502283105
"91","non_critical","MC",2013,"High",0.23972602739726
"92","critical","MC",2013,"High",0.23972602739726
"93","non_critical","MC",2014,"High",0.342465753424658
"94","critical","MC",2014,"High",0.342465753424658
