"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",10.8231533280055
"2","critical","MC",2010,"Low",10.8231533280055
"3","non_critical","MC",2011,"Low",3.84790528233151
"4","critical","MC",2011,"Low",3.84790528233151
"5","non_critical","MC",2012,"Low",4.81735159817352
"6","critical","MC",2012,"Low",4.81735159817352
"7","non_critical","MC",2013,"Low",1.91780821917808
"8","critical","MC",2013,"Low",1.91780821917808
"9","non_critical","MC",2014,"Low",3.72146118721461
"10","critical","MC",2014,"Low",3.72146118721461
"11","non_critical","MC",2015,"Low",3.09653916211293
"12","critical","MC",2015,"Low",3.09653916211293
"13","non_critical","MC",2016,"Low",7.47716894977169
"14","critical","MC",2016,"Low",7.47716894977169
"15","non_critical","MC",2010,"Medium",5.70841420253454
"16","critical","MC",2010,"Medium",5.70841420253454
"17","non_critical","MC",2011,"Medium",2.31102003642987
"18","critical","MC",2011,"Medium",2.31102003642987
"19","non_critical","MC",2012,"Medium",2.30593607305936
"20","critical","MC",2012,"Medium",2.30593607305936
"21","non_critical","MC",2013,"Medium",1.1986301369863
"22","critical","MC",2013,"Medium",1.1986301369863
"23","non_critical","MC",2014,"Medium",2.29452054794521
"24","critical","MC",2014,"Medium",2.29452054794521
"25","non_critical","MC",2015,"Medium",1.84426229508197
"26","critical","MC",2015,"Medium",1.84426229508197
"27","non_critical","MC",2016,"Medium",4.60045662100457
"28","critical","MC",2016,"Medium",4.60045662100457
"29","non_critical","MC",2010,"High",4.65806598926818
"30","critical","MC",2010,"High",4.65806598926818
"31","non_critical","MC",2011,"High",1.88979963570127
"32","critical","MC",2011,"High",1.88979963570127
"33","non_critical","MC",2012,"High",1.75799086757991
"34","critical","MC",2012,"High",1.75799086757991
"35","non_critical","MC",2013,"High",0.993150684931507
"36","critical","MC",2013,"High",0.993150684931507
"37","non_critical","MC",2014,"High",1.76940639269406
"38","critical","MC",2014,"High",1.76940639269406
"39","non_critical","MC",2015,"High",1.34335154826958
"40","critical","MC",2015,"High",1.34335154826958
"41","non_critical","MC",2016,"High",3.64155251141553
"42","critical","MC",2016,"High",3.64155251141553
"43","non_critical","MC",2010,"Low.Seasonal",20.4259216853675
"44","critical","MC",2010,"Low.Seasonal",1.27504553734062
"45","non_critical","MC",2011,"Low.Seasonal",6.10200364298725
"46","critical","MC",2011,"Low.Seasonal",1.59380692167577
"47","non_critical","MC",2012,"Low.Seasonal",8.90567765567766
"48","critical","MC",2012,"Low.Seasonal",0.751366120218579
"49","non_critical","MC",2013,"Low.Seasonal",3.52564102564103
"50","critical","MC",2013,"Low.Seasonal",0.318761384335155
"51","non_critical","MC",2014,"Low.Seasonal",6.27289377289377
"52","critical","MC",2014,"Low.Seasonal",1.183970856102
"53","non_critical","MC",2015,"Low.Seasonal",5.19125683060109
"54","critical","MC",2015,"Low.Seasonal",1.00182149362477
"55","non_critical","MC",2016,"Low.Seasonal",14.4688644688645
"56","critical","MC",2016,"Low.Seasonal",0.52367941712204
"57","non_critical","MC",2010,"Medium.Seasonal",11.0144263796657
"58","critical","MC",2010,"Medium.Seasonal",0.432604735883424
"59","non_critical","MC",2011,"Medium.Seasonal",3.59744990892532
"60","critical","MC",2011,"Medium.Seasonal",1.02459016393443
"61","non_critical","MC",2012,"Medium.Seasonal",4.23534798534799
"62","critical","MC",2012,"Medium.Seasonal",0.387067395264117
"63","non_critical","MC",2013,"Medium.Seasonal",2.28937728937729
"64","critical","MC",2013,"Medium.Seasonal",0.11384335154827
"65","non_critical","MC",2014,"Medium.Seasonal",4.12087912087912
"66","critical","MC",2014,"Medium.Seasonal",0.478142076502732
"67","non_critical","MC",2015,"Medium.Seasonal",3.14207650273224
"68","critical","MC",2015,"Medium.Seasonal",0.546448087431694
"69","non_critical","MC",2016,"Medium.Seasonal",9.02014652014652
"70","critical","MC",2016,"Medium.Seasonal",0.204918032786885
"71","non_critical","MC",2010,"High.Seasonal",9.04511106022441
"72","critical","MC",2010,"High.Seasonal",0.295992714025501
"73","non_critical","MC",2011,"High.Seasonal",2.93715846994536
"74","critical","MC",2011,"High.Seasonal",0.842440801457195
"75","non_critical","MC",2012,"High.Seasonal",3.2051282051282
"76","critical","MC",2012,"High.Seasonal",0.318761384335155
"77","non_critical","MC",2013,"High.Seasonal",1.90018315018315
"78","critical","MC",2013,"High.Seasonal",0.0910746812386157
"79","non_critical","MC",2014,"High.Seasonal",3.22802197802198
"80","critical","MC",2014,"High.Seasonal",0.318761384335155
"81","non_critical","MC",2015,"High.Seasonal",2.43624772313297
"82","critical","MC",2015,"High.Seasonal",0.250455373406193
"83","non_critical","MC",2016,"High.Seasonal",7.21153846153846
"84","critical","MC",2016,"High.Seasonal",0.0910746812386157
